融资方,投资机构,融资金额,所属行业,宣布时间,Url
三好教育,智联慧云/磐谷创投/沃衍资本,"7,500.00万元",互联网信息服务,2016-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28887.shtml
淘金你我,成都盈创兴科创业投资合伙企业（有限合伙）,"6,000.00万元",互联网信息服务,2016-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28866.shtml
野兽科技,新动金鼎,"3,000.00万元",应用软件服务,2016-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28857.shtml
凌感科技,晨兴资本/昆仲资本,N/A,应用软件服务,2016-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28846.shtml
住房邦,弘信创业,200.00万元,互联网信息服务,2016-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28832.shtml
盾安传感,国开金融,"5,000.00万元",半导体分立器件制造,2016-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28831.shtml
东方精工,N/A,"40,000.00万元",制浆和造纸专用设备制造,2016-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28813.shtml
东百供应链,N/A,490.00万元,运输代理服务,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28994.shtml
KAKA动画,经纬创投,N/A,音像制作,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28896.shtml
脚印兄弟,N/A,"1,158.00万元",应用软件服务,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28827.shtml
小花看看,N/A,"2,000.00万元",家用影视设备制造,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28818.shtml
格格家,顺为基金/经纬中国/平安创新中心/真格基金,N/A,邮购及电子销售,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28817.shtml
细刻,联想乐基金,"1,500.00万元",互联网信息服务,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28815.shtml
双面白领,N/A,N/A,应用软件服务,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28810.shtml
数据工匠,N/A,N/A,其他计算机服务,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28809.shtml
零食小喵,N/A,N/A,邮购及电子销售,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28803.shtml
火烈鸟,N/A,N/A,互联网信息服务,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28802.shtml
乐视云,N/A,"100,000.00万元",互联网信息服务,2016-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27500.shtml
卫宁健康,中植鑫荞,"51,000.00万元",应用软件服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29008.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

Taste Analytics,真格基金/华创资本,340.00万美元,数据处理,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28853.shtml
壹佰块兼职,丰厚资本,"5,000.00万元",互联网信息服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28808.shtml
博智软件,达晨创投,N/A,应用软件服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28807.shtml
睿皓国际,N/A,"4,200.00万元",贸易经纪与代理,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28804.shtml
海致网聚,君联资本/IDG资本/晨兴资本,"3,000.00万美元",互联网信息服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28797.shtml
惠订菜,N/A,N/A,互联网信息服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28794.shtml
讯踪科技,紫牛基金,N/A,应用软件服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28788.shtml
数人科技,唯猎资本/联创策源/云启创投,"3,000.00万元",计算机系统服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28787.shtml
攻壳科技,银江投资/盈动投资,"3,200.00万元",光电子器件及其他电子器件制造,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28785.shtml
宅生活,N/A,"1,200.00万元",邮购及电子销售,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28783.shtml
宅生活,N/A,900.00万元,邮购及电子销售,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28782.shtml
梦知网,中路集团,"2,000.00万元",知识产权服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28776.shtml
二毛照护,蓝驰创投,200.00万美元,其他居民服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28774.shtml
奇点人力,N/A,"2,500.00万元",互联网信息服务,2016-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28758.shtml
三好教育,N/A,"1,300.00万元",互联网信息服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28883.shtml
京智科技,N/A,N/A,互联网信息服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28879.shtml
KK馆,深创投,"1,500.00万元",邮购及电子销售,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28847.shtml
爱便利,锴明投资,"11,000.00万元",邮购及电子销售,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28826.shtml
易诺仪器,邦易资本,800.00万美元,光学仪器制造,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28791.shtml
山脉户外,新动金鼎,"1,800.00万元",邮购及电子销售,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28780.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

旦悦科技,N/A,N/A,其他科技服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28771.shtml
Souq,N/A,N/A,互联网信息服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28770.shtml
中科唯实,向日葵投资,750.00万元,其他软件服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28757.shtml
星环科技,深创投/瑞力投资/基石资本,"15,500.00万元",应用软件服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28749.shtml
红淖三铁路,国开金融,"40,000.00万元",铁路货物运输,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28746.shtml
广汇新能源,国开金融,"4,850.00万元",有机化学原料制造,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28745.shtml
邦利德网络,启赋资本,N/A,互联网信息服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28744.shtml
柚子校园,N/A,10.00万元,应用软件服务,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28736.shtml
冀凯股份,水杉元和投资,"153,700.00万元",采矿，采石设备制造,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28565.shtml
宁波通策口腔医院,通盛医疗/通盛医疗,50.00万元,专科医院,2016-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26148.shtml
嘉事堂,西藏自治区投资/长电创新投/温氏投资,"18,000.00万元",药品零售,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28855.shtml
中首信,N/A,"4,800.00万元",机械化农业及园艺机具制造,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28734.shtml
宜生到家,合一资本/风云天使基金,"5,000.00万元",互联网信息服务,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28722.shtml
唐大大肉夹馍,N/A,300.00万元,互联网信息服务,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28718.shtml
天天海淘,越榕资本,N/A,道路货物运输,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28716.shtml
爱游易科技,达晨创投/梅花创投,"1,000.00万元",互联网信息服务,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28701.shtml
南通锻压,安赐投资/嘉谟资本/镤月资产,"159,000.00万元",金属成形机床制造,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28673.shtml
西安曲江春天融和,双子投资,"83,721.00万元",电影制作与发行,2016-02-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26963.shtml
融信网络,中兴合创,"5,000.00万元",应用软件服务,2016-02-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28702.shtml
车来车往,N/A,"1,800.00万美元",互联网信息服务,2016-02-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28704.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

超级生活,N/A,N/A,互联网信息服务,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29228.shtml
西恩科技,正海资产,650.00万元,水资源专用机械制造,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29017.shtml
众和进出口,国开金融,"5,000.00万元",金属及金属矿批发,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28915.shtml
荃银高科,中新融创,N/A,谷物的种植,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28762.shtml
易界网,欧擎欣锦,N/A,互联网信息服务,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28705.shtml
筷云,N/A,N/A,邮购及电子销售,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28697.shtml
微金科技,N/A,"1,500.00万元",互联网信息服务,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28692.shtml
思家餐饮,竞技创投/险峰长青/青松基金/真格基金,"5,000.00万元",互联网信息服务,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28676.shtml
显名教育,联想乐基金,"2,000.00万元",互联网信息服务,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28671.shtml
55海淘,竞技创投,"10,000.00万元",邮购及电子销售,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28665.shtml
视辰科技,松禾资本,"4,000.00万元",计算机系统服务,2016-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25585.shtml
恒扬科技,春台建业投资/景熙圣亚,"1,000.00万元",工程和技术研究与试验发展,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29019.shtml
水贝传媒,深创投/深创投/深创投,"2,002.00万元",广告业,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28988.shtml
映趣科技,麟玺创投,"2,000.00万元",钟表与计时仪器制造,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28737.shtml
新财界,N/A,"16,000.00万元",互联网信息服务,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28684.shtml
竞技台,耀途资本,"3,000.00万元",其他电信服务,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28683.shtml
约定,青松基金/友田资本,"1,000.00万元",互联网信息服务,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28675.shtml
小助运,春晓资本,500.00万元,应用软件服务,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28672.shtml
北美留学生日报,N/A,"1,000.00万元",新闻业,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28669.shtml
易买车,好望角投资/好望角投资,"2,750.00万元",邮购及电子销售,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28667.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

天天快递,中金前海/海尔创投/盘江资产,"60,000.00万元",道路货物运输,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28658.shtml
蜻蜓FM,中国文化产业投资基金,N/A,应用软件服务,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28656.shtml
一家民宿,晨兴创投/湖畔山南,N/A,应用软件服务,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28641.shtml
邓肯服饰,国开金融,"6,500.00万元",服装零售,2016-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28633.shtml
钢银电商,中新融创/隆挚投资/源熹投资/天星资本/锐合投资,"12,600.25万元",邮购及电子销售,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29136.shtml
网宿科技,九泰基金,"80,000.00万元",计算机系统服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28812.shtml
苍鹰网络,N/A,400.00万元,互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28666.shtml
滴滴快的,N/A,"100,000.00万美元",应用软件服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28652.shtml
聚募,鼎聚投资,N/A,互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28645.shtml
Orami,Velos Partners/戈壁投资/Ardent Capital,"1,500.00万美元",邮购及电子销售,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28643.shtml
高搜易,创东方/海尔创投,"8,000.00万元",互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28639.shtml
悦装网,N/A,N/A,互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28636.shtml
点送网络,红点投资,N/A,互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28629.shtml
狂战贸易,动域资本,"4,000.00万元",贸易经纪与代理,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28622.shtml
米未传媒,基石资本,N/A,互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28621.shtml
富润达,N/A,N/A,互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28604.shtml
东久中国,华平,"22,000.00万美元",房地产开发经营,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28602.shtml
一智通,熊猫资本/元禾原点/星汉资本,N/A,互联网信息服务,2016-02-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27846.shtml
网银互联,浙商资本,600.00万元,计算机系统服务,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29258.shtml
通化金马,晋商联盟/晋商联盟/晋商联盟,"158,800.00万元",化学药品原药制造,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28849.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

树业环保,天星创联资本/申银万国泓鼎/中科招商/中科招商/中科招商/凯鼎投资/盛世博扬投资,"5,400.00万元",塑料丝，绳及编织品的制造,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28755.shtml
Quanterix,民和投资,"1,100.00万美元",生物，生化制品的制造,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28625.shtml
Kika,伯乐纵横/东方弘道,"20,000.00万元",应用软件服务,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28618.shtml
盈吉通,中信信托,N/A,其他未列明的金融活动,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28612.shtml
云代账,银杏谷投资,500.00万元,应用软件服务,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28607.shtml
完美幻境,N/A,N/A,其他电子设备制造,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28597.shtml
北拓汽车,N/A,"5,000.00万美元",汽车，摩托车维护与保养,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28593.shtml
减脂时代,东方富海,"2,000.00万元",互联网信息服务,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28588.shtml
韩品代购,达晨创投/君联资本,"4,000.00万元",邮购及电子销售,2016-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28586.shtml
苏州园林,申银万国泓鼎,495.00万元,其他园艺作物的种植,2016-02-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29182.shtml
聚利科技,普丰国际创投/永达资产/银杉科创/银杏盛鸿/联创永钧/珞珈天壕,"6,400.00万元",汽车及其他用计数仪表制造,2016-02-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29135.shtml
宏源药业,武汉布斯投资/武汉布斯投资/通海投资/道基投资/中科招商集团/民生通海/民生通海,"7,143.50万元",中成药制造,2016-02-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28773.shtml
